string,difficulty,SE,HoDoKu,print_date,day_of_week
4.00E+80,easy,1.2,304,2020-12-11,Friday
9.00E+72,medium,2.3,514,2020-12-11,Friday
2.00E+80,hard,2.3,704,2020-12-11,Friday
1.61E+80,easy,1.2,304,2021-11-11,Thursday
5.30E+80,medium,2.3,530,2021-11-11,Thursday
7.00E+80,hard,2.3,750,2021-11-11,Thursday
5.06E+80,easy,1.2,310,2021-03-28,Sunday
9.02E+80,medium,2.3,674,2021-03-28,Sunday
8.60E+77,hard,2.3,654,2021-03-28,Sunday
2.09E+79,easy,1.2,310,2021-03-10,Wednesday
4.00E+80,medium,2.3,530,2021-03-10,Wednesday
5.02E+75,hard,2.3,750,2021-03-10,Wednesday
4.77E+80,easy,1.2,310,2021-05-27,Thursday
1.00E+80,medium,1.9,500,2021-05-27,Thursday
1.00E+80,hard,2.3,604,2021-05-27,Thursday
8.91E+80,easy,1.2,310,2022-07-25,Monday
1.00E+75,medium,2,530,2022-07-25,Monday
9.04E+79,hard,3,944,2022-07-25,Monday
6.04E+80,easy,1.2,316,2021-01-06,Wednesday
3.71E+78,medium,2.3,556,2021-01-06,Wednesday
6.21E+80,hard,2.3,600,2021-01-06,Wednesday
6.51E+80,easy,1.2,316,2023-05-12,Friday
1.40E+79,medium,2.3,510,2023-05-12,Friday
3.00E+80,hard,2.3,710,2023-05-12,Friday
9.00E+79,easy,1.2,310,2021-08-18,Wednesday
1.02E+73,medium,2.3,596,2021-08-18,Wednesday
9.00E+79,hard,3.4,730,2021-08-18,Wednesday
5.00E+80,easy,1.2,310,2022-11-08,Tuesday
9.00E+78,medium,2.3,750,2022-11-08,Tuesday
8.20E+77,hard,3,744,2022-11-08,Tuesday
5.07E+80,easy,1.2,304,2023-11-13,Monday
1.50E+76,medium,2.3,610,2023-11-13,Monday
7.07E+80,hard,2.3,590,2023-11-13,Monday
5.08E+80,easy,1.2,316,2021-05-20,Thursday
6.90E+80,medium,2.3,526,2021-05-20,Thursday
5.31E+80,hard,2.3,896,2021-05-20,Thursday
3.55E+79,easy,1.2,310,2021-03-18,Thursday
9.00E+79,medium,3.4,792,2021-03-18,Thursday
4.11E+71,hard,2.5,740,2021-03-18,Thursday
5.21E+80,easy,1.2,304,2020-11-26,Thursday
9.00E+78,medium,2.3,510,2020-11-26,Thursday
5.81E+79,hard,2,600,2020-11-26,Thursday
9.74E+80,easy,1.2,304,2023-02-17,Friday
9.01E+80,medium,2.3,646,2023-02-17,Friday
3.96E+75,hard,2.3,666,2023-02-17,Friday
7.80E+80,easy,1.2,316,2021-03-13,Saturday
6.00E+78,medium,2.3,590,2021-03-13,Saturday
7.30E+80,hard,3.4,644,2021-03-13,Saturday
5.21E+80,easy,1.2,304,2020-11-26,Thursday
9.00E+78,medium,2.3,510,2020-11-26,Thursday
5.81E+79,hard,2,600,2020-11-26,Thursday
9.74E+80,easy,1.2,304,2022-06-20,Monday
6.10E+78,medium,3,604,2022-06-20,Monday
6.00E+80,hard,3,660,2022-06-20,Monday
9.31E+80,easy,1.2,304,2021-06-30,Wednesday
3.50E+78,medium,2.3,522,2021-06-30,Wednesday
7.31E+80,hard,2.3,510,2021-06-30,Wednesday
9.30E+80,easy,1.2,322,2023-05-30,Tuesday
9.06E+77,medium,2,664,2023-05-30,Tuesday
5.00E+78,hard,2.3,554,2023-05-30,Tuesday
2.07E+80,easy,1.2,310,2022-10-31,Monday
4.07E+77,medium,2.3,660,2022-10-31,Monday
8.00E+78,hard,2.3,514,2022-10-31,Monday
9.50E+79,easy,1.2,310,2021-01-12,Tuesday
1.05E+71,medium,2,520,2021-01-12,Tuesday
7.00E+78,hard,2.3,504,2021-01-12,Tuesday
1.49E+80,easy,1.2,316,2023-02-16,Thursday
3.10E+80,medium,2.3,526,2023-02-16,Thursday
6.20E+75,hard,2.8,764,2023-02-16,Thursday
8.94E+79,easy,1.2,310,2022-01-14,Friday
6.08E+79,medium,2.3,510,2022-01-14,Friday
1.80E+78,hard,4,906,2022-01-14,Friday
1.31E+79,easy,1.2,304,2022-04-21,Thursday
5.30E+79,medium,2,530,2022-04-21,Thursday
8.00E+75,hard,2.8,820,2022-04-21,Thursday
4.06E+80,easy,1.2,310,2023-06-27,Tuesday
4.00E+80,medium,2.3,516,2023-06-27,Tuesday
2.00E+79,hard,3.4,636,2023-06-27,Tuesday
7.60E+80,easy,1.2,310,2022-10-02,Sunday
1.00E+77,medium,3,650,2022-10-02,Sunday
4.30E+78,hard,3,1010,2022-10-02,Sunday
1.06E+80,easy,1.2,304,2023-01-19,Thursday
9.00E+79,medium,3.4,664,2023-01-19,Thursday
3.04E+78,hard,3.4,740,2023-01-19,Thursday
5.02E+80,easy,1.2,310,2021-02-17,Wednesday
3.00E+77,medium,2.3,526,2021-02-17,Wednesday
9.70E+78,hard,3.4,960,2021-02-17,Wednesday
2.00E+80,easy,1.2,310,2020-12-06,Sunday
7.05E+78,medium,2.3,546,2020-12-06,Sunday
7.20E+78,hard,2.3,554,2020-12-06,Sunday
4.31E+80,easy,1.2,310,2020-12-10,Thursday
5.00E+79,medium,2.3,536,2020-12-10,Thursday
8.00E+74,hard,2.3,624,2020-12-10,Thursday
7.51E+78,easy,1.2,316,2022-05-19,Thursday
4.01E+75,medium,2,520,2022-05-19,Thursday
2.00E+76,hard,2.8,1024,2022-05-19,Thursday
2.05E+80,easy,1.2,304,2021-02-01,Monday
1.06E+78,medium,2.3,526,2021-02-01,Monday
8.74E+79,hard,2.8,748,2021-02-01,Monday
5.10E+80,easy,1.2,310,2021-12-01,Wednesday
8.07E+79,medium,2.3,510,2021-12-01,Wednesday
6.31E+80,hard,2.3,546,2021-12-01,Wednesday
5.21E+80,easy,1.2,304,2023-09-30,Saturday
9.01E+77,medium,2,676,2023-09-30,Saturday
6.01E+79,hard,2.3,746,2023-09-30,Saturday
7.01E+79,easy,1.2,310,2021-10-09,Saturday
3.01E+80,medium,2.8,622,2021-10-09,Saturday
4.03E+76,hard,3.4,860,2021-10-09,Saturday
5.97E+80,easy,1.2,310,2023-11-27,Monday
6.00E+79,medium,2.3,606,2023-11-27,Monday
5.90E+80,hard,2.3,520,2023-11-27,Monday
7.00E+79,easy,1.2,310,2022-05-17,Tuesday
2.00E+80,medium,2.8,694,2022-05-17,Tuesday
8.90E+80,hard,4,1076,2022-05-17,Tuesday
2.16E+80,easy,1.2,310,2022-12-19,Monday
8.00E+79,medium,3.4,640,2022-12-19,Monday
6.07E+80,hard,2.3,584,2022-12-19,Monday
2.09E+79,easy,1.2,310,2021-03-10,Wednesday
4.00E+80,medium,2.3,530,2021-03-10,Wednesday
5.02E+75,hard,2.3,750,2021-03-10,Wednesday
2.41E+80,easy,1.2,310,2023-09-22,Friday
9.00E+69,medium,2.3,516,2023-09-22,Friday
7.00E+78,hard,2.3,706,2023-09-22,Friday
3.10E+80,easy,1.2,304,2022-08-15,Monday
6.05E+79,medium,1.7,510,2022-08-15,Monday
5.05E+79,hard,2.3,574,2022-08-15,Monday
8.11E+80,easy,1.2,310,2021-02-21,Sunday
1.08E+76,medium,3,662,2021-02-21,Sunday
7.01E+80,hard,2.3,700,2021-02-21,Sunday
8.00E+80,easy,1.2,310,2021-03-05,Friday
2.00E+80,medium,2.3,514,2021-03-05,Friday
3.01E+78,hard,2.3,510,2021-03-05,Friday
9.40E+80,easy,1.2,310,2021-05-22,Saturday
6.02E+78,medium,2.3,522,2021-05-22,Saturday
3.00E+78,hard,3.4,730,2021-05-22,Saturday
7.01E+80,easy,1.2,304,2021-09-25,Saturday
5.00E+80,medium,2,574,2021-09-25,Saturday
1.01E+79,hard,2.3,554,2021-09-25,Saturday
7.10E+80,easy,1.2,304,2021-01-31,Sunday
1.06E+79,medium,2.3,650,2021-01-31,Sunday
8.00E+79,hard,3.4,930,2021-01-31,Sunday
6.12E+79,easy,1.2,304,2021-09-10,Friday
9.00E+80,medium,1.9,490,2021-09-10,Friday
3.00E+80,hard,3.6,1030,2021-09-10,Friday
1.07E+79,easy,1.2,316,2021-02-22,Monday
2.01E+78,medium,2.3,490,2021-02-22,Monday
4.01E+80,hard,2.3,634,2021-02-22,Monday
9.38E+79,easy,1.2,304,2022-08-17,Wednesday
2.07E+78,medium,2,606,2022-08-17,Wednesday
7.01E+80,hard,3,580,2022-08-17,Wednesday
5.70E+79,easy,1.2,304,2021-04-23,Friday
4.20E+79,medium,2.3,592,2021-04-23,Friday
6.90E+74,hard,2.3,526,2021-04-23,Friday
3.01E+78,easy,1.2,310,2021-02-26,Friday
5.20E+80,medium,2.3,556,2021-02-26,Friday
7.40E+79,hard,2.3,584,2021-02-26,Friday
5.80E+80,easy,1.2,304,2022-10-23,Sunday
1.01E+76,medium,2.3,530,2022-10-23,Sunday
9.00E+80,hard,3.4,866,2022-10-23,Sunday
7.80E+78,easy,1.2,310,2023-04-15,Saturday
9.11E+79,medium,3.4,650,2023-04-15,Saturday
6.90E+74,hard,2.3,526,2023-04-15,Saturday
4.61E+80,easy,1.2,310,2023-09-05,Tuesday
3.00E+78,medium,3,630,2023-09-05,Tuesday
1.39E+78,hard,2.5,860,2023-09-05,Tuesday
6.54E+80,easy,1.2,310,2023-06-13,Tuesday
4.00E+74,medium,2.3,530,2023-06-13,Tuesday
1.00E+79,hard,2.8,1064,2023-06-13,Tuesday
2.13E+79,easy,1.2,304,2022-08-03,Wednesday
4.00E+78,medium,2.3,580,2022-08-03,Wednesday
4.31E+80,hard,2.6,1096,2022-08-03,Wednesday
8.04E+80,easy,1.2,316,2023-11-19,Sunday
9.01E+76,medium,2.3,586,2023-11-19,Sunday
8.00E+80,hard,2.3,660,2023-11-19,Sunday
4.38E+80,easy,1.2,304,2022-11-10,Thursday
1.00E+79,medium,2.3,566,2022-11-10,Thursday
2.00E+80,hard,3.4,790,2022-11-10,Thursday
1.59E+80,easy,1.2,304,2021-05-05,Wednesday
6.09E+79,medium,2,524,2021-05-05,Wednesday
7.09E+75,hard,2.8,704,2021-05-05,Wednesday
4.50E+80,easy,1.2,304,2023-07-24,Monday
8.00E+73,medium,2.3,536,2023-07-24,Monday
8.60E+75,hard,2,586,2023-07-24,Monday
4.89E+80,easy,1.2,304,2023-10-20,Friday
1.10E+78,medium,3.4,1086,2023-10-20,Friday
3.01E+78,hard,3.4,730,2023-10-20,Friday
3.99E+77,easy,1.2,310,2023-02-22,Wednesday
3.50E+77,medium,2.3,530,2023-02-22,Wednesday
7.01E+76,hard,2.3,574,2023-02-22,Wednesday
5.00E+80,easy,1.2,310,2023-11-14,Tuesday
7.00E+79,medium,2,514,2023-11-14,Tuesday
9.00E+80,hard,3.4,800,2023-11-14,Tuesday
6.09E+80,easy,1.2,310,2021-03-03,Wednesday
1.01E+79,medium,3.4,596,2021-03-03,Wednesday
5.09E+80,hard,2.3,540,2021-03-03,Wednesday
2.05E+80,easy,1.2,304,2021-02-01,Monday
1.06E+78,medium,2.3,526,2021-02-01,Monday
8.74E+79,hard,2.8,748,2021-02-01,Monday
9.23E+79,easy,1.2,310,2021-02-04,Thursday
5.00E+79,medium,2.8,830,2021-02-04,Thursday
8.00E+80,hard,3.4,910,2021-02-04,Thursday
5.90E+80,easy,1.2,310,2021-02-18,Thursday
1.00E+80,medium,2,520,2021-02-18,Thursday
7.21E+75,hard,2.3,520,2021-02-18,Thursday
5.80E+80,easy,1.2,310,2023-07-08,Saturday
8.52E+79,medium,2,510,2023-07-08,Saturday
1.01E+79,hard,2.3,522,2023-07-08,Saturday
9.05E+80,easy,1.2,304,2021-03-25,Thursday
5.00E+78,medium,2,710,2021-03-25,Thursday
4.00E+74,hard,2.3,744,2021-03-25,Thursday
6.81E+80,easy,1.2,304,2021-01-02,Saturday
3.00E+79,medium,3.4,930,2021-01-02,Saturday
2.90E+80,hard,2.3,720,2021-01-02,Saturday
5.15E+78,easy,1.2,304,2022-01-19,Wednesday
9.80E+79,medium,2.3,626,2022-01-19,Wednesday
5.00E+80,hard,2.8,650,2022-01-19,Wednesday
1.27E+80,easy,1.2,310,2021-12-09,Thursday
6.00E+77,medium,2.3,704,2021-12-09,Thursday
4.00E+78,hard,3,994,2021-12-09,Thursday
8.43E+80,easy,1.2,304,2021-05-10,Monday
9.07E+77,medium,2.3,596,2021-05-10,Monday
4.00E+77,hard,2.3,730,2021-05-10,Monday
1.05E+80,easy,1.2,304,2023-01-26,Thursday
9.00E+79,medium,2.3,576,2023-01-26,Thursday
6.70E+80,hard,3.4,976,2023-01-26,Thursday
9.38E+79,easy,1.2,304,2023-04-01,Saturday
3.00E+80,medium,2.3,594,2023-04-01,Saturday
7.50E+80,hard,3,526,2023-04-01,Saturday
6.43E+78,easy,1.2,304,2023-02-10,Friday
2.50E+79,medium,2.3,704,2023-02-10,Friday
6.01E+76,hard,4,1206,2023-02-10,Friday
4.00E+80,easy,1.2,310,2021-04-30,Friday
2.30E+67,medium,2,514,2021-04-30,Friday
9.00E+79,hard,3.4,846,2021-04-30,Friday
4.51E+79,easy,1.2,310,2022-04-14,Thursday
2.49E+79,medium,2.3,526,2022-04-14,Thursday
6.00E+73,hard,3.4,910,2022-04-14,Thursday
1.02E+79,easy,1.2,316,2021-07-07,Wednesday
9.50E+79,medium,2.3,672,2021-07-07,Wednesday
6.00E+80,hard,2.3,570,2021-07-07,Wednesday
7.91E+80,easy,1.2,310,2021-12-26,Sunday
4.00E+80,medium,2.3,516,2021-12-26,Sunday
8.19E+78,hard,2.3,520,2021-12-26,Sunday
5.70E+80,easy,1.2,304,2022-12-04,Sunday
9.03E+79,medium,3.4,684,2022-12-04,Sunday
1.07E+74,hard,3,704,2022-12-04,Sunday
1.03E+79,easy,1.2,310,2022-02-18,Friday
6.00E+74,medium,2.8,994,2022-02-18,Friday
1.80E+80,hard,2.3,714,2022-02-18,Friday
4.01E+80,easy,1.2,304,2020-12-28,Monday
4.00E+74,medium,2.3,530,2020-12-28,Monday
1.45E+74,hard,2.3,704,2020-12-28,Monday
5.04E+80,easy,1.2,304,2021-01-18,Monday
7.00E+80,medium,3,844,2021-01-18,Monday
2.81E+78,hard,2.5,590,2021-01-18,Monday
9.17E+79,easy,1.2,304,2021-01-07,Thursday
2.06E+79,medium,2,530,2021-01-07,Thursday
3.07E+80,hard,3,494,2021-01-07,Thursday
9.32E+77,easy,1.2,304,2021-09-11,Saturday
8.06E+80,medium,1.9,560,2021-09-11,Saturday
5.02E+80,hard,3.4,644,2021-09-11,Saturday
5.30E+80,easy,1.2,310,2022-03-12,Saturday
5.10E+75,medium,2.3,522,2022-03-12,Saturday
3.09E+80,hard,3.4,662,2022-03-12,Saturday
1.92E+80,easy,1.2,304,2022-10-08,Saturday
4.30E+73,medium,3,500,2022-10-08,Saturday
3.10E+78,hard,3.4,862,2022-10-08,Saturday
7.60E+80,easy,1.2,304,2023-11-23,Thursday
3.00E+78,medium,3.4,644,2023-11-23,Thursday
7.80E+79,hard,2.8,794,2023-11-23,Thursday
6.39E+79,easy,1.2,310,2023-07-25,Tuesday
6.00E+78,medium,2.3,636,2023-07-25,Tuesday
5.00E+80,hard,2.8,650,2023-07-25,Tuesday
4.09E+78,easy,1.2,304,2022-09-20,Tuesday
1.00E+76,medium,2.8,786,2022-09-20,Tuesday
9.09E+78,hard,2,500,2022-09-20,Tuesday
8.00E+80,easy,1.2,310,2021-04-17,Saturday
3.00E+77,medium,2.3,524,2021-04-17,Saturday
5.06E+74,hard,2.3,564,2021-04-17,Saturday
5.98E+80,easy,1.2,310,2023-05-19,Friday
3.01E+73,medium,3,634,2023-05-19,Friday
3.00E+79,hard,3.4,730,2023-05-19,Friday
8.30E+80,easy,1.2,316,2022-09-18,Sunday
7.00E+77,medium,3.4,582,2022-09-18,Sunday
9.60E+79,hard,3.4,780,2022-09-18,Sunday
9.08E+80,easy,1.2,310,2022-01-24,Monday
6.00E+80,medium,2.3,514,2022-01-24,Monday
8.00E+80,hard,2.3,660,2022-01-24,Monday
5.61E+79,easy,1.2,304,2023-10-28,Saturday
6.09E+78,medium,3,604,2023-10-28,Saturday
1.08E+79,hard,2,530,2023-10-28,Saturday
5.08E+80,easy,1.2,316,2021-05-20,Thursday
6.90E+80,medium,2.3,526,2021-05-20,Thursday
5.31E+80,hard,2.3,896,2021-05-20,Thursday
2.92E+80,easy,1.2,316,2021-05-13,Thursday
7.06E+77,medium,2.3,590,2021-05-13,Thursday
1.00E+80,hard,3.4,1156,2021-05-13,Thursday
7.02E+77,easy,1.2,304,2021-01-15,Friday
9.31E+80,medium,3,630,2021-01-15,Friday
3.08E+79,hard,3,790,2021-01-15,Friday
6.28E+80,easy,1.2,304,2023-09-09,Saturday
6.10E+79,medium,3.4,746,2023-09-09,Saturday
6.00E+73,hard,3.4,910,2023-09-09,Saturday
2.91E+79,easy,1.2,310,2021-01-27,Wednesday
8.00E+74,medium,2.3,536,2021-01-27,Wednesday
9.08E+78,hard,3,560,2021-01-27,Wednesday
9.67E+80,easy,1.2,310,2020-12-25,Friday
1.01E+80,medium,2.3,514,2020-12-25,Friday
6.73E+78,hard,3.4,860,2020-12-25,Friday
8.70E+80,easy,1.2,304,2022-12-11,Sunday
8.00E+78,medium,2.3,756,2022-12-11,Sunday
1.00E+80,hard,2.3,506,2022-12-11,Sunday
2.00E+80,easy,1.2,310,2020-12-06,Sunday
7.05E+78,medium,2.3,546,2020-12-06,Sunday
7.20E+78,hard,2.3,554,2020-12-06,Sunday
3.96E+80,easy,1.2,304,2021-02-24,Wednesday
5.01E+79,medium,3.4,764,2021-02-24,Wednesday
5.08E+76,hard,2.3,556,2021-02-24,Wednesday
6.50E+80,easy,1.2,304,2021-02-20,Saturday
6.07E+74,medium,3.4,724,2021-02-20,Saturday
1.09E+72,hard,3,690,2021-02-20,Saturday
7.04E+80,easy,1.2,304,2022-02-26,Saturday
3.00E+73,medium,2,504,2022-02-26,Saturday
1.00E+80,hard,2.3,570,2022-02-26,Saturday
5.87E+80,easy,1.2,304,2023-06-09,Friday
5.90E+79,medium,2.3,660,2023-06-09,Friday
3.00E+80,hard,4,1016,2023-06-09,Friday
3.02E+77,easy,1.2,316,2021-01-22,Friday
3.00E+79,medium,2.3,650,2021-01-22,Friday
7.03E+80,hard,2.3,576,2021-01-22,Friday
4.31E+79,easy,1.2,304,2022-03-26,Saturday
7.20E+80,medium,2.3,514,2022-03-26,Saturday
5.00E+78,hard,2.3,684,2022-03-26,Saturday
8.11E+80,easy,1.2,310,2021-02-21,Sunday
1.08E+76,medium,3,662,2021-02-21,Sunday
7.01E+80,hard,2.3,700,2021-02-21,Sunday
3.40E+80,easy,1.2,304,2022-05-18,Wednesday
9.01E+77,medium,2,676,2022-05-18,Wednesday
5.04E+79,hard,3.4,860,2022-05-18,Wednesday
8.32E+80,easy,1.2,310,2021-02-27,Saturday
7.00E+75,medium,2.3,600,2021-02-27,Saturday
7.00E+80,hard,3,666,2021-02-27,Saturday
5.10E+80,easy,1.2,310,2023-05-11,Thursday
2.00E+79,medium,2.3,504,2023-05-11,Thursday
2.95E+80,hard,2,796,2023-05-11,Thursday
1.00E+79,easy,1.2,310,2021-01-17,Sunday
1.07E+75,medium,2.3,710,2021-01-17,Sunday
9.01E+80,hard,3.4,790,2021-01-17,Sunday
1.58E+80,easy,1.2,316,2020-11-11,Wednesday
8.04E+74,medium,2,602,2020-11-11,Wednesday
7.04E+80,hard,2.6,696,2020-11-11,Wednesday
2.36E+77,easy,1.2,316,2021-05-18,Tuesday
2.01E+80,medium,2.3,592,2021-05-18,Tuesday
4.00E+80,hard,3,494,2021-05-18,Tuesday
3.01E+77,easy,1.2,304,2021-03-26,Friday
3.51E+75,medium,2.3,536,2021-03-26,Friday
4.00E+80,hard,2,706,2021-03-26,Friday
5.21E+80,easy,1.2,304,2020-11-26,Thursday
9.00E+78,medium,2.3,510,2020-11-26,Thursday
5.81E+79,hard,2,600,2020-11-26,Thursday
2.55E+80,easy,1.2,316,2022-11-01,Tuesday
3.00E+79,medium,3.4,580,2022-11-01,Tuesday
5.10E+74,hard,2.3,612,2022-11-01,Tuesday
1.81E+78,easy,1.2,310,2021-01-11,Monday
8.40E+80,medium,2,536,2021-01-11,Monday
7.03E+75,hard,3,986,2021-01-11,Monday
3.78E+79,easy,1.2,304,2021-01-03,Sunday
1.00E+77,medium,2.3,610,2021-01-03,Sunday
7.00E+77,hard,4,924,2021-01-03,Sunday
1.00E+80,easy,1.2,304,2023-08-07,Monday
8.70E+78,medium,2.3,520,2023-08-07,Monday
7.00E+78,hard,2.3,540,2023-08-07,Monday
9.33E+80,easy,1.2,304,2023-09-11,Monday
9.36E+78,medium,2.3,576,2023-09-11,Monday
5.00E+79,hard,2.3,650,2023-09-11,Monday
3.01E+78,easy,1.2,316,2021-04-05,Monday
3.06E+80,medium,2.3,540,2021-04-05,Monday
9.80E+77,hard,2.3,510,2021-04-05,Monday
8.25E+77,easy,1.2,304,2022-02-06,Sunday
5.00E+78,medium,2.3,776,2022-02-06,Sunday
6.20E+75,hard,2.8,764,2022-02-06,Sunday
9.03E+77,easy,1.2,304,2023-07-29,Saturday
9.30E+75,medium,2.3,506,2023-07-29,Saturday
8.90E+79,hard,3.4,602,2023-07-29,Saturday
1.06E+80,easy,1.2,304,2023-05-18,Thursday
9.06E+78,medium,2.3,520,2023-05-18,Thursday
1.00E+80,hard,3.4,656,2023-05-18,Thursday
2.05E+79,easy,1.2,316,2023-08-20,Sunday
4.00E+79,medium,2.3,576,2023-08-20,Sunday
6.41E+80,hard,3,660,2023-08-20,Sunday
3.01E+79,easy,1.2,304,2021-12-05,Sunday
9.00E+79,medium,2.3,510,2021-12-05,Sunday
1.00E+79,hard,2,700,2021-12-05,Sunday
8.15E+76,easy,1.2,310,2021-09-27,Monday
3.90E+77,medium,2.3,532,2021-09-27,Monday
5.00E+78,hard,2.3,704,2021-09-27,Monday
8.43E+80,easy,1.2,304,2023-12-03,Sunday
1.64E+75,medium,2,510,2023-12-03,Sunday
7.00E+78,hard,2.3,600,2023-12-03,Sunday
9.00E+80,easy,1.2,310,2021-06-29,Tuesday
3.00E+78,medium,2,546,2021-06-29,Tuesday
4.00E+80,hard,3.4,690,2021-06-29,Tuesday
1.81E+78,easy,1.2,310,2021-01-11,Monday
8.40E+80,medium,2,536,2021-01-11,Monday
7.03E+75,hard,3,986,2021-01-11,Monday
9.61E+78,easy,1.2,304,2021-08-29,Sunday
1.05E+76,medium,2,526,2021-08-29,Sunday
6.90E+69,hard,2.3,556,2021-08-29,Sunday
1.90E+76,easy,1.2,304,2020-12-30,Wednesday
6.00E+80,medium,2,726,2020-12-30,Wednesday
2.00E+80,hard,2.3,580,2020-12-30,Wednesday
4.04E+80,easy,1.2,304,2021-08-17,Tuesday
4.01E+77,medium,2.3,496,2021-08-17,Tuesday
2.90E+79,hard,3.4,900,2021-08-17,Tuesday
9.03E+79,easy,1.2,310,2023-10-01,Sunday
2.00E+80,medium,3.4,700,2023-10-01,Sunday
3.01E+78,hard,2.3,600,2023-10-01,Sunday
2.71E+80,easy,1.2,310,2022-06-26,Sunday
1.00E+76,medium,3.4,656,2022-06-26,Sunday
6.00E+78,hard,2,596,2022-06-26,Sunday
1.47E+80,easy,1.2,304,2021-08-02,Monday
9.00E+80,medium,2.3,510,2021-08-02,Monday
9.60E+79,hard,2.3,656,2021-08-02,Monday
6.90E+80,easy,1.2,304,2021-11-04,Thursday
8.10E+73,medium,2.3,604,2021-11-04,Thursday
8.02E+76,hard,3,720,2021-11-04,Thursday
5.02E+78,easy,1.2,310,2022-08-21,Sunday
6.05E+75,medium,2.3,610,2022-08-21,Sunday
6.00E+79,hard,2.3,510,2022-08-21,Sunday
9.40E+80,easy,1.2,304,2023-09-21,Thursday
1.20E+80,medium,2,604,2023-09-21,Thursday
1.01E+76,hard,2.3,510,2023-09-21,Thursday
4.86E+80,easy,1.2,304,2021-01-05,Tuesday
1.50E+76,medium,2.3,610,2021-01-05,Tuesday
1.08E+78,hard,3.4,862,2021-01-05,Tuesday
8.03E+78,easy,1.2,304,2021-10-13,Wednesday
7.25E+79,medium,2.3,514,2021-10-13,Wednesday
5.01E+77,hard,2.8,786,2021-10-13,Wednesday
2.92E+80,easy,1.2,316,2021-05-13,Thursday
7.06E+77,medium,2.3,590,2021-05-13,Thursday
1.00E+80,hard,3.4,1156,2021-05-13,Thursday
1.40E+80,easy,1.2,316,2023-03-20,Monday
6.07E+78,medium,2.3,520,2023-03-20,Monday
8.00E+78,hard,3,804,2023-03-20,Monday
8.11E+80,easy,1.2,310,2021-02-21,Sunday
1.08E+76,medium,3,662,2021-02-21,Sunday
7.01E+80,hard,2.3,700,2021-02-21,Sunday
3.72E+79,easy,1.2,316,2022-10-03,Monday
4.00E+79,medium,2.3,530,2022-10-03,Monday
6.00E+78,hard,2.6,774,2022-10-03,Monday
3.05E+79,easy,1.2,316,2022-11-22,Tuesday
4.00E+79,medium,2,520,2022-11-22,Tuesday
9.00E+80,hard,3.4,1026,2022-11-22,Tuesday
9.06E+79,easy,1.5,316,2021-12-14,Tuesday
9.08E+75,medium,2.3,510,2021-12-14,Tuesday
3.08E+79,hard,3,674,2021-12-14,Tuesday
2.00E+77,easy,1.2,310,2023-03-16,Thursday
6.90E+80,medium,2.3,526,2023-03-16,Thursday
3.64E+79,hard,2.8,844,2023-03-16,Thursday
5.02E+80,easy,1.2,304,2023-04-24,Monday
8.03E+76,medium,2.3,566,2023-04-24,Monday
5.01E+79,hard,2.3,670,2023-04-24,Monday
6.00E+80,easy,1.2,310,2021-09-07,Tuesday
4.00E+77,medium,3.4,650,2021-09-07,Tuesday
7.08E+79,hard,2.3,520,2021-09-07,Tuesday
7.01E+80,easy,1.2,304,2023-03-17,Friday
9.03E+78,medium,2,536,2023-03-17,Friday
7.00E+79,hard,2.3,640,2023-03-17,Friday
4.71E+80,easy,1.2,316,2021-07-12,Monday
4.09E+77,medium,3.4,602,2021-07-12,Monday
2.00E+80,hard,3,614,2021-07-12,Monday
3.01E+78,easy,1.2,316,2021-04-05,Monday
3.06E+80,medium,2.3,540,2021-04-05,Monday
9.80E+77,hard,2.3,510,2021-04-05,Monday
3.91E+80,easy,1.2,310,2021-01-08,Friday
8.00E+78,medium,2.3,526,2021-01-08,Friday
9.01E+80,hard,2.3,626,2021-01-08,Friday
2.31E+80,easy,1.2,310,2021-08-03,Tuesday
6.49E+79,medium,2.3,680,2021-08-03,Tuesday
5.02E+79,hard,3,716,2021-08-03,Tuesday
5.02E+80,easy,1.2,310,2021-02-17,Wednesday
3.00E+77,medium,2.3,526,2021-02-17,Wednesday
9.70E+78,hard,3.4,960,2021-02-17,Wednesday
7.34E+80,easy,1.2,310,2023-06-22,Thursday
4.30E+73,medium,3,500,2023-06-22,Thursday
4.06E+80,hard,2.3,692,2023-06-22,Thursday
5.60E+80,easy,1.2,310,2021-03-21,Sunday
2.65E+65,medium,2.3,490,2021-03-21,Sunday
8.90E+79,hard,3,630,2021-03-21,Sunday
7.00E+79,easy,1.2,310,2022-06-16,Thursday
6.00E+72,medium,2.3,606,2022-06-16,Thursday
3.00E+78,hard,3,630,2022-06-16,Thursday
9.00E+80,easy,1.2,316,2021-10-21,Thursday
2.00E+79,medium,2.3,994,2021-10-21,Thursday
5.00E+78,hard,2.3,536,2021-10-21,Thursday
7.01E+78,easy,1.2,304,2022-10-29,Saturday
2.01E+80,medium,2,644,2022-10-29,Saturday
9.00E+78,hard,2.3,742,2022-10-29,Saturday
9.03E+79,easy,1.2,310,2021-01-16,Saturday
6.00E+77,medium,2,610,2021-01-16,Saturday
7.00E+78,hard,3.4,730,2021-01-16,Saturday
9.03E+77,easy,1.2,310,2021-10-08,Friday
3.07E+77,medium,2.3,600,2021-10-08,Friday
1.00E+77,hard,3.4,750,2021-10-08,Friday
4.31E+80,easy,1.2,310,2020-12-10,Thursday
